title,clean_title,original_title,genres,director,release_year,runtime,budget,revenue,popularity,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,language,tmdb_id,imdb_id,doesthedog_id
The Lady of Heaven,the lady of heaven,The Lady of Heaven,"history, drama, action",Eli King,2021,141,15000000,74441,5.3,6.4,18,5.7,14900,English,748618,tt13097336,
The Garfield Movie,the garfield movie,The Garfield Movie,"animation, comedy, family, adventure, action",Mark Dindal,2024,101,60000000,254907482,247.6,7.1,1113,5.7,21145,English,748783,tt5779228,
Petite Maman,petite maman,Petite maman,"drama, fantasy",Céline Sciamma,2021,72,3100000,1024575,14.0,7.1,376,7.4,18782,French,749004,tt13204490,
Cry Macho,cry macho,Cry Macho,drama,Clint Eastwood,2021,104,33000000,16500000,16.5,5.9,1009,5.7,34531,English,749274,tt1924245,
Chebi: My Fluffy Friend,chebi my fluffy friend,Чебурашка,"comedy, family",Dmitriy Dyachenko,2023,113,7700000,97000000,4.9,7.0,80,5.8,1748,Russian,751171,tt16550628,
Umma,umma,Umma,"horror, mystery",Iris K. Shim,2022,83,3000000,2100000,28.5,5.4,292,4.7,11022,English,751237,tt13235822,
Maigret,maigret,Maigret,"mystery, drama",Patrice Leconte,2022,88,7000000,5934907,10.9,5.8,254,5.9,3335,French,752564,tt10545696,
The Lost City,the lost city,The Lost City,"action, adventure, comedy","Aaron Nee, Adam Nee",2022,112,74000000,192907684,39.2,6.5,3576,6.1,166270,English,752623,tt13320622,
The Moon,the moon,더 문,"drama, adventure, science fiction",Kim Yong-hwa,2023,129,20000000,92718,19.1,6.5,125,5.9,9484,Korean,753091,tt27688034,
Origin,origin,Origin,drama,Ava DuVernay,2023,141,38000000,4474931,19.0,6.7,42,7.2,6526,English,753336,tt13321244,
Napoleon,napoleon,Napoleon,"history, war, romance",Ridley Scott,2023,158,165000000,220597098,68.3,6.4,2507,6.3,162611,English,753342,tt13287846,
Vicky and Her Mystery,vicky and her mystery,Mystère,"adventure, family, drama",Denis Imbert,2021,84,6500000,4181043,18.0,7.1,493,6.3,2831,French,754067,tt10945274,
The Black Phone,the black phone,The Black Phone,"horror, thriller",Scott Derrickson,2022,103,16000000,161440742,63.7,7.6,4910,6.9,216410,English,756999,tt7144666,
The Butcher’s Daughter,the butchers daughter,Tendre et saignant,"romance, comedy",Christopher Thompson,2022,91,5000000,1085112,6.8,5.5,54,5.8,467,French,757341,tt13353386,
The Pope's Exorcist,the popes exorcist,The Pope's Exorcist,"horror, thriller",Julius Avery,2023,103,18000000,76987621,56.3,7.0,2724,6.1,91293,English,758323,tt13375076,
Love Again,love again,Love Again,"romance, drama, comedy",Jim Strouse,2023,104,9000000,10000000,38.8,6.7,363,5.9,15863,English,758336,tt10276482,
Drive My Car,drive my car,ドライブ・マイ・カー,drama,Ryūsuke Hamaguchi,2021,179,1300000,15356046,17.0,7.4,1249,7.5,69931,Japanese,758866,tt14039582,
"Hi, Mom",hi mom,你好，李焕英,"drama, comedy, fantasy",Jia Ling,2021,128,59000000,822049668,9.3,7.0,139,6.9,3190,Chinese,758891,tt13364790,
Living,living,Living,drama,Oliver Hermanus,2022,102,10000000,6999027,11.8,7.0,396,7.2,35413,English,760099,tt9051908,
X,x,X,"horror, mystery, thriller",Ti West,2022,106,1000000,15113105,51.5,6.8,3266,6.5,198465,English,760104,tt13560574,
Orphan: First Kill,orphan first kill,Orphan: First Kill,"horror, thriller",William Brent Bell,2022,99,10000000,9572765,40.1,6.6,2106,5.9,49327,English,760161,tt11851548,
Gold,gold,Gold,"action, adventure, thriller",Anthony Hayes,2022,97,6500000,176048,41.4,6.2,575,5.4,13082,English,760926,tt6020800,
His Only Son,his only son,His Only Son,"drama, fantasy",David Helling,2023,104,250000,12100000,12.4,7.9,69,5.9,2702,English,761851,tt8277246,
Retribution,retribution,Retribution,"thriller, action, adventure",Nimród Antal,2023,91,20000000,16700000,58.7,6.6,1140,5.3,24002,English,762430,tt6906292,
A Quiet Place: Day One,a quiet place day one,A Quiet Place: Day One,"horror, science fiction, thriller",Michael Sarnoski,2024,99,67000000,261786322,180.0,6.8,2168,6.3,121721,English,762441,tt13433802,
Nope,nope,Nope,"horror, mystery, science fiction",Jordan Peele,2022,130,68000000,170823080,37.3,6.8,4108,6.8,289477,English,762504,tt10954984,
Damsel,damsel,Damsel,"fantasy, action, adventure",Juan Carlos Fresnadillo,2024,107,60000000,5000,118.6,7.1,2173,6.1,102541,English,763215,tt13452446,
Ambulance,ambulance,Ambulance,"thriller, action, crime",Michael Bay,2022,136,40000000,52303589,37.2,6.7,2119,6.1,104990,English,763285,tt4998632,
Red Rocket,red rocket,Red Rocket,"drama, comedy",Sean Baker,2021,130,1100000,2200000,19.2,6.8,456,7.1,36291,English,763329,tt13453006,
The Divide,the divide,La Fracture,drama,Catherine Corsini,2021,98,5000000,2178083,7.2,6.6,147,6.6,1580,French,764686,tt13321730,
See How They Run,see how they run,See How They Run,"mystery, comedy, crime",Tom George,2022,99,40000000,21921551,15.6,6.4,1050,6.5,67571,English,766475,tt13640696,
Missing,missing,Missing,"drama, mystery, thriller","Will Merrick, Nicholas D. Johnson",2023,111,7000000,45100756,22.6,7.5,1014,7.1,64448,English,768362,tt10855768,
Dua Lipa: Studio 2054,dua lipa studio 2054,Dua Lipa: Studio 2054,"music, documentary",Liz Clare,2020,70,1500000,5000000,5.8,9.1,81,8.4,70,English,769234,tt13891738,
Salaar: Part 1 - Ceasefire,salaar part 1  ceasefire,సలార్: పార్ట్‌ 1 – సీజ్‌ఫైర్‌,"action, crime, drama",Prashanth Neel,2023,175,34000000,87229100,25.3,6.9,74,6.6,71856,Telugu,770906,tt13927994,
Rise,rise,En corps,"comedy, drama",Cédric Klapisch,2022,117,7780000,11196824,10.2,7.4,405,7.1,3431,French,771077,tt13531468,
Mako,mako,ماكو,"drama, thriller, adventure, horror",Hisham Al Rashidi,2021,91,25000000,458000,4.4,5.3,10,3.5,1924,Arabic,772307,tt11493006,
Zombie Reddy,zombie reddy,జాంబీ రెడ్డి,"horror, comedy",Prasanth Varma,2021,125,547127,1412957,13.0,6.0,10,6.6,3137,Telugu,773303,tt12851324,
Garcia & Garcia,garcia  garcia,García y García,comedy,Ana Murugarren,2021,98,3404274,1163538,5.4,5.6,62,4.4,786,Spanish,774456,tt11613746,
Decibel,decibel,데시벨,"action, drama, thriller",Hwang In-ho,2022,110,8500000,6843970,20.1,6.7,54,6.1,1879,Korean,774548,tt17494686,
CODA,coda,CODA,"drama, music, romance",Siân Heder,2021,112,10000000,1905058,44.0,7.9,2240,8.0,172399,English,776503,tt10366460,
Belfast,belfast,Belfast,"drama, history",Kenneth Branagh,2021,98,11000000,49158343,30.2,7.1,1476,7.2,95926,English,777270,tt12789558,
9 Bullets,9 bullets,9 Bullets,"action, thriller",Gigi Gaston,2022,96,3000000,193908,16.7,5.4,129,4.1,2704,English,777831,tt13680520,
The Battle at Lake Changjin,the battle at lake changjin,长津湖,"drama, war","Tsui Hark, Dante Lam Chiu-Yin, Chen Kaige",2021,178,200000000,902540935,10.8,5.8,98,5.5,4351,Chinese,779029,tt13462900,
White Bird,white bird,White Bird,"drama, war, history",Marc Forster,2023,121,20000000,8522806,40.1,7.9,82,7.3,3596,English,779816,tt11068094,
The Wolf and the Lion,the wolf and the lion,Le Loup et le Lion,"family, adventure, drama",Gilles de Maistre,2021,99,11900000,15300000,17.0,7.5,390,6.2,4129,English,780382,tt10945288,
Men,men,Men,"horror, thriller, fantasy",Alex Garland,2022,100,6500000,11152071,19.0,6.1,1084,6.0,71058,English,780609,tt13841850,
Animal,animal,Animal,"action, crime, drama",Sandeep Reddy Vanga,2023,201,13000000,108300000,38.2,6.5,108,6.1,101515,Hindi,781732,tt13751694,
Fighter,fighter,फाइटर,"action, drama",Siddharth Anand,2024,167,30069500,43160558,34.0,5.9,112,6.2,50526,Hindi,784651,tt13818368,
The Whale,the whale,The Whale,drama,Darren Aronofsky,2022,117,3000000,55101305,46.2,7.8,3857,7.6,230811,English,785084,tt13833688,
Old Henry,old henry,Old Henry,western,Potsy Ponciroli,2021,99,1500000,77463,13.4,7.3,561,7.3,39315,English,785663,tt12731980,
Furiosa: A Mad Max Saga,furiosa a mad max saga,Furiosa: A Mad Max Saga,"action, science fiction, adventure",George Miller,2024,149,170000000,173775791,304.0,7.5,3524,7.5,237805,English,786892,tt12037194,
Wonka,wonka,Wonka,"comedy, family, fantasy",Paul King,2023,117,125000000,632302312,160.5,7.1,3532,7.0,164820,English,787699,tt6166392,
Cairo Conspiracy,cairo conspiracy,Boy from Heaven,thriller,Tarik Saleh,2022,121,7047000,3646605,16.1,6.7,210,6.9,8032,Swedish,788977,tt15452062,
I.S.S.,iss,I.S.S.,"science fiction, thriller",Gabriela Cowperthwaite,2024,96,13800000,6605079,20.9,5.8,234,5.3,10745,English,790462,tt13655120,
Bones and All,bones and all,Bones and All,"drama, horror, romance",Luca Guadagnino,2022,131,16000000,15234907,52.5,7.1,1338,6.8,63745,English,791177,tt10168670,
Dumb Money,dumb money,Dumb Money,"history, comedy, drama",Craig Gillespie,2023,105,30000000,20703794,33.7,6.7,540,6.9,52677,English,792293,tt13957560,
Poor Things,poor things,Poor Things,"science fiction, romance, comedy",Yorgos Lanthimos,2023,142,35000000,117607117,74.0,7.7,4199,7.8,315340,English,792307,tt14230458,
God's Not Dead: We The People,gods not dead we the people,God's Not Dead: We The People,drama,Vance Null,2021,91,5000000,1200000,11.1,6.8,123,4.2,1877,English,793285,tt14578032,
The School of the Magical Animals,the school of the magical animals,Die Schule der magischen Tiere,"family, adventure, fantasy",Gregor Schnitzler,2021,93,11700000,22028248,12.1,6.2,76,5.3,861,German,793937,tt11455260,
Kubi,kubi,首,"history, action, drama",Takeshi Kitano,2023,131,9600000,6129032,4.2,6.6,20,6.5,1143,Japanese,795087,tt27502365,
The Three Musketeers: D'Artagnan,the three musketeers dartagnan,Les Trois Mousquetaires : D'Artagnan,"adventure, action, drama, history",Martin Bourboulon,2023,121,27500000,31843086,35.2,7.0,1196,6.7,22859,French,796185,tt12672536,
Army of Thieves,army of thieves,Army of Thieves,"action, crime, comedy",Matthias Schweighöfer,2021,127,30000000,46900000,29.6,6.8,2028,6.4,91969,English,796499,tt13024674,
Beau Is Afraid,beau is afraid,Beau Is Afraid,"comedy, adventure, fantasy",Ari Aster,2023,179,35000000,12337378,24.4,6.8,1001,6.7,67030,English,798286,tt13521006,
Attack,attack,Attack,"action, science fiction, thriller",Lakshya Raj Anand,2022,123,9600000,2600000,63.5,6.7,206,6.8,16965,Hindi,799155,tt7529298,
Bhediya,bhediya,भेड़िया,"comedy, horror",Amar Kaushik,2022,156,7350000,10911075,15.0,6.8,43,6.7,27087,Hindi,799177,tt14099334,
Project Wolf Hunting,project wolf hunting,늑대사냥,"action, thriller, horror, crime",Kim Hong-sun,2022,122,9000000,20541,59.5,6.4,350,6.0,7804,Korean,799379,tt15575470,
The Ministry of Ungentlemanly Warfare,the ministry of ungentlemanly warfare,The Ministry of Ungentlemanly Warfare,"action, comedy, war",Guy Ritchie,2024,120,60000000,27450915,249.8,7.1,1205,6.8,116892,English,799583,tt5177120,
The Outfit,the outfit,The Outfit,"crime, drama, thriller, mystery",Graham Moore,2022,105,5000000,4000000,27.8,7.1,1102,7.2,77885,English,799876,tt14114802,
The Killer,the killer,The Killer,"crime, thriller",David Fincher,2023,118,175000000,362113,58.9,6.6,2118,6.7,201904,English,800158,tt1136617,
Werewolves Within,werewolves within,Werewolves Within,"horror, comedy, fantasy",Josh Ruben,2021,97,6500000,937490,16.7,6.0,525,6.0,26404,English,800497,tt9288692,
The Kids Are Alright: Destination Asturias,the kids are alright destination asturias,A todo tren: destino Asturias,"comedy, family",Santiago Segura,2021,89,5300000,9600000,10.6,5.6,144,5.3,1359,Spanish,800823,tt13150080,
Ticket to Paradise,ticket to paradise,Ticket to Paradise,"drama, comedy, romance",Ol Parker,2022,104,20000000,168800000,37.4,6.5,1212,6.1,74149,English,800939,tt14109724,
Kidnapped,kidnapped,Rapito,"drama, history",Marco Bellocchio,2023,134,14100000,4123091,23.6,7.4,297,7.0,3722,Italian,801112,tt14137416,
Kalki 2898-AD,kalki 2898ad,కల్కి 2898-ఎ.డి,"drama, action, fantasy, science fiction",Nag Ashwin,2024,176,75000000,141000000,51.0,6.4,94,7.0,60575,Telugu,801688,tt12735488,
Bob Marley: One Love,bob marley one love,Bob Marley: One Love,"music, history, drama",Reinaldo Marcus Green,2024,104,70000000,180828556,47.0,6.8,727,6.2,31986,English,802219,tt8521778,
The Requin,the requin,The Requin,"horror, mystery, thriller",Le Van Kiet,2022,89,8500000,130493,31.6,4.8,331,2.6,7031,English,803114,tt11348232,
The Fabelmans,the fabelmans,The Fabelmans,drama,Steven Spielberg,2022,151,40000000,45629909,24.9,7.6,2300,7.5,123372,English,804095,tt14208870,
Cocaine Bear,cocaine bear,Cocaine Bear,"thriller, comedy, crime",Elizabeth Banks,2023,95,32500000,88314672,36.0,6.0,2026,5.9,114678,English,804150,tt14209916,
Alcarràs,alcarràs,Alcarràs,drama,Carla Simón,2022,115,10250000,3324521,11.3,6.9,187,7.0,8382,Catalan,804251,tt11930126,
The Exorcist: Believer,the exorcist believer,The Exorcist: Believer,"horror, thriller",David Gordon Green,2023,111,30000000,136284218,45.7,5.9,1038,4.8,45075,English,807172,tt12921446,
Watcher,watcher,Watcher,"horror, mystery, thriller",Chloe Okuno,2022,96,5000000,2543216,27.9,6.5,915,6.4,51347,English,807356,tt12004038,
Father Stu,father stu,Father Stu,drama,Rosalind Ross,2022,124,4000000,21591034,18.8,7.1,609,6.5,32679,English,809140,tt14439896,
Moonbound,moonbound,Peterchens Mondfahrt,"animation, adventure, comedy",Ali Samadi Ahadi,2021,81,2000000,6666618,14.2,6.4,87,4.9,686,German,809717,tt14534992,
Mafia Mamma,mafia mamma,Mafia Mamma,"comedy, crime, action",Catherine Hardwicke,2023,101,41000000,3900000,18.4,6.1,245,5.4,12004,English,809787,tt13923456,
The Visitor from the Future,the visitor from the future,Le Visiteur du futur,"science fiction, comedy, adventure",François Descraques,2022,102,4500000,1946816,10.6,6.3,200,5.8,1931,French,810389,tt9155512,
The Young Lovers,the young lovers,Les Jeunes Amants,"romance, drama",Carine Tardieu,2022,112,5800000,2440653,7.6,6.5,76,6.4,960,French,811211,tt13462472,
Infinite Storm,infinite storm,Infinite Storm,"thriller, adventure, drama, mystery",Małgorzata Szumowska,2022,97,4749917,1707067,19.9,5.7,278,5.3,11314,English,811631,tt14060232,
Devara: Part 1,devara part 1,దేవర: Part 1,"action, drama",Koratala Siva,2024,175,24000000,54000000,54.2,6.2,16,6.1,17015,Telugu,811941,tt11821912,
The United Way,the united way,The United Way,documentary,Mat Hodgson,2021,90,200000,97111,5.2,6.8,18,7.2,1370,English,811959,tt10443794,
Chevalier,chevalier,Chevalier,"music, drama, history",Stephen Williams,2023,104,35000000,4200000,14.9,6.3,100,6.5,7415,English,812635,tt12758486,
Empire of Light,empire of light,Empire of Light,"drama, romance",Sam Mendes,2022,115,13500000,11395604,19.2,6.7,535,6.7,25493,English,814757,tt14402146,
Bottoms,bottoms,Bottoms,comedy,Emma Seligman,2023,91,11300000,12976079,29.2,6.7,611,6.7,49612,English,814776,tt17527468,
Never Let Go,never let go,Never Let Go,"horror, drama",Alexandre Aja,2024,101,20000000,21768945,199.6,6.3,251,5.5,9997,English,814889,tt14415204,
Mummies,mummies,Momias,"animation, adventure, fantasy",Juan Jesús García Galocha,2023,88,12000000,53400000,53.8,7.0,455,5.9,9636,Spanish,816904,tt23177868,
TÁR,tár,TÁR,"drama, music",Todd Field,2022,158,35000000,29048571,24.6,7.1,1230,7.4,99007,English,817758,tt14444726,
The Magic Flute,the magic flute,The Magic Flute,"adventure, fantasy, music, family",Florian Sigl,2022,125,6500000,492000,45.8,6.5,104,5.6,1536,English,818110,tt8206398,
Memory,memory,Memory,"action, thriller, crime",Martin Campbell,2022,114,30000000,13900000,39.6,6.8,1487,5.7,37949,English,818397,tt11827628,
Crimes of the Future,crimes of the future,Crimes of the Future,"science fiction, horror, drama",David Cronenberg,2022,107,27000000,4551565,23.1,6.1,1081,5.8,43119,English,819876,tt14549466,
Downton Abbey: A New Era,downton abbey a new era,Downton Abbey: A New Era,"drama, romance, history, mystery",Simon Curtis,2022,125,40000000,92651384,14.4,7.2,478,7.4,33303,English,820446,tt11703710,
After Everything,after everything,After Everything,"romance, drama",Castille Landon,2023,93,14000000,10600000,72.9,6.9,843,4.7,9265,English,820525,tt15334488,
Along Came Love,along came love,Le temps d’aimer,"drama, romance",Katell Quillévéré,2023,125,9200000,1622705,23.8,6.8,73,6.6,675,French,820696,tt16969006,
The Five Devils,the five devils,Les Cinq diables,"drama, fantasy, romance",Léa Mysius,2022,96,3370000,46666,8.3,6.9,176,6.7,5342,French,820697,tt13391708,
Red Island,red island,L'Île rouge,drama,Robin Campillo,2023,117,6570000,1101136,5.1,5.6,40,5.9,594,French,820707,tt13846540,
Flow,flow,Straume,"animation, fantasy, adventure",Gints Zilbalodis,2024,85,3500000,4099084,351.3,8.5,365,8.0,5187,Latvian,823219,tt4772188,
National Champions,national champions,National Champions,drama,Ric Roman Waugh,2021,116,8000000,475488,9.7,6.5,74,5.7,2016,English,823425,tt14547524,
The Boys in the Boat,the boys in the boat,The Boys in the Boat,"drama, history",George Clooney,2023,124,40000000,54401583,16.5,7.3,243,7.0,25612,English,823452,tt1856080,
Godzilla x Kong: The New Empire,godzilla x kong the new empire,Godzilla x Kong: The New Empire,"action, adventure, science fiction",Adam Wingard,2024,115,150000000,571750016,241.9,7.1,3849,6.1,110224,English,823464,tt14539740,
Dream Scenario,dream scenario,Dream Scenario,"comedy, fantasy",Kristoffer Borgli,2023,102,10000000,14114415,31.9,6.7,854,6.9,77784,English,823482,tt21942866,
Out of Darkness,out of darkness,Out of Darkness,"horror, thriller, adventure",Andrew Cumming,2024,87,1500000,1987281,16.3,5.4,65,5.5,6501,English,823491,tt7527682,
The Goldfinger,the goldfinger,金手指,"crime, drama",Felix Chong,2023,126,45000000,6136329,11.3,6.1,41,6.2,1510,Cantonese,823598,tt14099796,
Blacklight,blacklight,Blacklight,"action, thriller, drama, adventure",Mark Williams,2022,104,43000000,15902207,34.3,6.2,1094,4.8,25727,English,823625,tt14060094,
November,november,Novembre,"crime, drama, thriller",Cédric Jimenez,2022,105,17700000,18114769,10.6,7.1,729,6.7,6575,French,823951,tt14542254,
The Palace,the palace,The Palace,"comedy, drama",Roman Polanski,2023,100,18700000,420350,11.8,5.3,159,5.4,3468,Italian,824016,tt14549270,
Easter Sunday,easter sunday,Easter Sunday,comedy,Jay Chandrasekhar,2022,96,17000000,13071438,8.8,5.8,41,5.3,2805,English,824281,tt11952606,
Harold and the Purple Crayon,harold and the purple crayon,Harold and the Purple Crayon,"family, adventure, fantasy, comedy",Carlos Saldanha,2024,90,40000000,31999914,146.1,6.9,220,5.7,6202,English,826510,tt1609486,
Fortress,fortress,Fortress,"action, thriller, crime",James Cullen Bressack,2021,100,20000000,52169,15.5,5.8,333,3.3,5760,English,826749,tt14577300,
About My Father,about my father,About My Father,comedy,Laura Terruso,2023,90,29100000,18167819,17.4,6.1,293,5.7,14836,English,829051,tt8373206,
"Lyle, Lyle, Crocodile",lyle lyle crocodile,"Lyle, Lyle, Crocodile","comedy, family, music","Josh Gordon, Will Speck",2022,106,50000000,104088441,33.4,7.0,570,6.1,16289,English,830784,tt14668630,
